query,intent
¿Cuál es mi posición en la clasificación de la clase?,grades
¿Qué recursos adicionales puedo utilizar para estudiar para el examen de química?,grades
¿Cuántas asistencias tengo en matemáticas?,attendance
¿Cuántas faltas me faltan para perder el derecho al examen final?,attendance
¿Cuántas tardanzas puedo tener antes de recibir una sanción?,attendance
¿Cuántas asistencias mínimas necesito para aprobar la materia?,attendance
¿Cuántas faltas tengo acumuladas en educación física?,attendance
¿Qué consecuencias tiene tener tantas faltas en una asignatura?,attendance
¿Cómo puedo justificar una falta o tardanza en clase?,attendance
¿Puedo recuperar una falta con algún trabajo adicional?,attendance
¿Qué ocurre si tengo más de cinco faltas en una materia?,attendance
¿Es posible solicitar una amonestación por una falta justificada?,attendance
¿Cuántas asistencias tengo en matemáticas?,attendance
¿Puedo recuperar las faltas del mes pasado?,attendance
¿Cuántas veces me he tardado en llegar a la clase de ciencias este mes?,attendance
¿Cuántas faltas tengo permitidas antes de tener problemas?,attendance
¿Qué pasa si llego tarde a la clase de educación física?,attendance
¿Cuántas faltas justificadas puedo tener en el trimestre?,attendance
¿Cómo puedo compensar una falta si tengo una razón válida?,attendance
¿Cuántas inasistencias tengo acumuladas en el curso de español?,attendance
¿Qué sucede si llego tarde repetidamente a la clase de historia?,attendance
¿Cuántas faltas tengo en total en el semestre?,attendance
¿Cuántas asistencias he tenido en el mes?,attendance
¿Cuántas faltas me permiten tener antes de ser suspendido?,attendance
¿Cuántas tardanzas son consideradas como falta?,attendance
¿Qué sucede si acumulo tres faltas en una semana?,attendance
¿Es posible recuperar una falta con un trabajo adicional?,attendance
¿Cómo puedo justificar una falta en caso de enfermedad?,attendance
¿Cuál es la política de la escuela respecto a las faltas injustificadas?,attendance
¿Puedo solicitar un permiso de ausencia por motivos personales?,attendance
¿Existe un límite de faltas permitidas en cada materia?,attendance
¿Cómo puedo mejorar mi historial de asistencias y faltas en el colegio?,attendance
¿Cuántas asistencias he registrado en el mes?,attendance
¿Cuántas faltas puedo tener antes de tener problemas?,attendance
¿Cuál es la consecuencia de acumular demasiadas faltas en esta materia?,attendance
¿Cómo puedo justificar una falta en esta asignatura?,attendance
¿Qué sucede si llego tarde a clase de forma recurrente?,attendance
¿Cuál es la política de asistencias para este curso?,attendance
¿Cuántas faltas justificadas se permiten en este trimestre?,attendance
¿Cómo puedo recuperar una asistencia perdida?,attendance
¿Se consideran las tardanzas como faltas en esta materia?,attendance
¿Qué acciones se toman si un estudiante acumula faltas sin justificar?,attendance
¿Cuántas asistencias he tenido este mes en matemáticas?,attendance
¿Cuántas faltas acumuladas tengo en educación física?,attendance
¿Cuántas tardanzas permitidas tengo en la materia de ciencias?,attendance
¿Cuántas ausencias justificadas puedo tener en lengua y literatura?,attendance
¿Cuántas faltas puedo tener antes de perder el derecho a examen en geografía?,attendance
¿Cuántas asistencias necesito para obtener una buena calificación en música?,attendance
¿Cuántas faltas son consideradas graves en historia del arte?,attendance
¿Cuántas faltas sin justificar puedo tener en una semana en educación cívica?,attendance
¿Cuántas tardanzas son permitidas en la materia de tecnología?,attendance
¿Cuántas faltas puedo tener antes de ser expulsado del,attendance
¿Cuántas asistencias tengo en matemáticas?,attendance
¿Cuántas faltas me quedan antes de tener problemas con mi asistencia?,attendance
¿Cuántas tardanzas tengo en educación física?,attendance
¿Cuántas faltas puedo tener antes de que me suspendan?,attendance
¿Cuál es mi historial de asistencias en ciencias sociales?,attendance
¿Cuántas faltas tengo en total este mes?,attendance
¿Cuántas faltas se consideran excesivas en esta escuela?,attendance
¿Cuántas faltas llevo acumuladas en lengua y literatura?,attendance
¿Cuál es el límite de faltas permitidas antes de tener que recuperar clases?,attendance
¿Cuántas asistencias necesito recuperar para mejorar mi promedio de asistencia?,attendance
¿Cuántas asistencias he tenido este mes?,attendance
¿Cuántas faltas tengo acumuladas en matemáticas?,attendance
¿Cuántas veces he llegado tarde a clase de ciencias esta semana?,attendance
¿Cuántas asistencias necesito para recuperar mi promedio?,attendance
¿Cuántas faltas puedo tener antes de tener problemas con mi calificación?,attendance
¿Cuántas faltas justificadas puedo tener en el semestre?,attendance
¿Cuántas faltas son permitidas antes de que me llamen mis padres?,attendance
¿Cuántas tardanzas tengo en educación física?,attendance
¿Cuántas asistencias necesito para cumplir con el mínimo requerido?,attendance
¿Cuántas faltas tengo en total en todas mis materias?,attendance
¿Cuántas faltas acumuladas tengo en matemáticas?,attendance
¿Qué ocurre si llego tarde a clase de ciencias?,attendance
¿Cuántas asistencias mínimas debo tener para aprobar la materia de literatura?,attendance
¿Cuántas faltas justificadas puedo tener en educación física?,attendance
¿Cuál es el procedimiento si llego tarde a la reunión de padres de familia?,attendance
¿Cómo puedo justificar una falta en clase de historia?,attendance
¿Qué sucede si tengo más de tres faltas en el trimestre de arte?,attendance
¿Cuál es la política de asistencias para el curso de inglés avanzado?,attendance
¿Qué consecuencias hay si acumulo demasiadas tardanzas en la materia de geografía?,attendance
¿Puedo recuperar una asistencia si la justifico con un documento méd,attendance
¿Cuántas asistencias son necesarias para aprobar la materia?,attendance
¿Cuántas faltas tengo acumuladas en la clase de matemáticas?,attendance
¿Cuántas faltas puedo tener antes de ser reprobado en la materia?,attendance
¿Cuántas tardanzas se permiten en la escuela antes de ser sancionado?,attendance
¿Cuántas faltas justificadas puedo tener en el trimestre?,attendance
¿Cuántas asistencias mínimas debo tener para presentar el examen final?,attendance
¿Hay alguna consecuencia por tener demasiadas faltas en la materia?,attendance
¿Cómo puedo justificar una falta en la clase de ciencias?,attendance
¿Existe un límite de faltas permitidas por mes en el colegio?,attendance
¿Qué sucede si acumulo más de tres tardanzas en la semana?,attendance
¿Cuántas asistencias tengo en matemáticas este mes?,attendance
¿Puedo ver cuántas faltas llevo acumuladas en educación física?,attendance
¿Cuántas tardanzas son permitidas antes de tener consecuencias?,attendance
¿Cuántas faltas tengo en total en el trimestre de química?,attendance
¿Cuántas faltas me quedan antes de tener que hablar con el director?,attendance
¿Cuál es el procedimiento si tengo una falta injustificada en biología?,attendance
¿Cuántas asistencias se requieren para obtener una calificación perfecta en geografía?,attendance
¿Se pueden justificar las tardanzas si hay una razón válida?,attendance
¿Qué sucede si acumulo demasiadas faltas en historia?,attendance
¿Existe un límite de faltas para poder presentar el exam,attendance
¿Cuántas asistencias tengo en matemáticas?,attendance
¿Qué sucede si acumulo demasiadas faltas en educación física?,attendance
¿Puedo recuperar las asistencias perdidas en biología?,attendance
¿Cuántas faltas tengo permitidas en química antes de tener problemas?,attendance
¿Qué consecuencias hay si llego tarde a clase de historia?,attendance
¿Cómo puedo justificar una falta en tecnología?,attendance
¿Es posible recuperar una falta en geografía?,attendance
¿Cuántas asistencias se requieren para aprobar en español?,attendance
¿Hay algún límite de tardanzas en música?,attendance
¿Qué ocurre si tengo un conflicto de horario y me retraso en educación cívica?,attendance
"Claro, aquí tienes algunas preguntas relacionadas con asistencias, faltas o tardanzas en español:",attendance
¿Cuántas faltas tengo acumuladas en matemáticas?,attendance
¿Cuántas faltas me quedan antes de perder la materia?,attendance
¿Puedo recuperar las faltas de la semana pasada?,attendance
¿Qué sucede si llego tarde a clase de ciencias?,attendance
¿Cuántas asistencias tengo que tener para aprobar el curso?,attendance
¿Puedo justificar una falta por enfermedad?,attendance
¿Cómo se contabiliza una tardanza en educación física?,attendance
¿Qué consecuencias tiene acumular muchas faltas en química?,attendance
¿Me pueden expulsar por llegar tarde repetidamente?,attendance
¿Existe un límite de faltas permitidas en literatura?,attendance
¿Cuántas asistencias tengo en matemáticas?,attendance
¿Cuántas faltas llevo acumuladas en educación física?,attendance
¿Cuántas veces he llegado tarde a química este mes?,attendance
¿Cuántas tardanzas puedo tener antes de tener consecuencias?,attendance
¿Cuántas faltas justificadas se permiten en el curso?,attendance
¿Cuántas asistencias necesito para obtener una buena calificación?,attendance
¿Cuántas faltas me quedan antes de ser suspendido?,attendance
¿Cómo puedo justificar una falta o tardanza?,attendance
¿Cuántas faltas se consideran como ausencia injustificada?,attendance
¿Cuál es la política de asistencias de la escuela en caso de enfermedad?,attendance
¿Cuántas asistencias tengo en matemáticas?,attendance
¿Cuántas faltas puedo tener antes de que se aplique una sanción?,attendance
¿Cuántas tardanzas se consideran como falta?,attendance
¿Cuál es el procedimiento en caso de acumular faltas o tardanzas?,attendance
¿Cómo puedo justificar una falta?,attendance
¿Hay algún límite de faltas permitidas por trimestre?,attendance
¿Qué consecuencias tiene acumular faltas en una materia?,attendance
¿Cuál es el porcentaje de asistencia mínimo requerido para aprobar el curso?,attendance
¿Qué sucede si llego tarde a clase de manera reiterada?,attendance
¿Existen medidas de apoyo para estudiantes con problemas de asistencia?,attendance
¿Cuántas asistencias acumuladas tengo en matemáticas?,attendance
¿Cuántas faltas se permiten en la materia de ciencias?,attendance
¿Cuántas tardanzas tengo registradas en educación física?,attendance
¿Cuántas faltas me quedan antes de perder el derecho a examen?,attendance
¿Cuántas faltas justificadas puedo tener en el trimestre?,attendance
¿Cuántas faltas son consideradas excesivas en la materia de literatura?,attendance
¿Cuántas veces puedo llegar tarde antes de ser sancionado?,attendance
¿Cuántas faltas me restan para llegar al límite de ausencias permitidas?,attendance
¿Cuántas faltas puedo acumular sin consecuencias en la materia de historia?,attendance
¿Cuántas tardanzas se consideran como una falta en la materia de ge,attendance
¿Cuántas asistencias tengo en matemáticas?,attendance
¿Cuántas faltas llevo en educación física?,attendance
¿Cuántas tardanzas puedo tener antes de ser sancionado?,attendance
¿Cuántas faltas me quedan para perder el derecho al examen final?,attendance
¿Cuántas asistencias mínimas debo tener para aprobar el curso?,attendance
¿Qué sucede si acumulo más de tres faltas en una materia?,attendance
¿Puedo recuperar las asistencias perdidas por motivos justificados?,attendance
¿Cuál es la política de la escuela respecto a las faltas injustificadas?,attendance
¿Las tardanzas se consideran como faltas en mi expediente académico?,attendance
¿Cómo puedo justificar una falta o tardanza ante el profesor?,attendance
¿Cuántas asistencias tengo en matemáticas?,attendance
¿Puedo recuperar una falta en educación física?,attendance
¿Cuántas faltas me quedan antes de tener una sanción?,attendance
¿Cuántas tardanzas son permitidas en el curso de inglés?,attendance
¿Cómo puedo justificar una falta en química?,attendance
¿Hay alguna consecuencia por llegar tarde a la clase de historia?,attendance
¿Qué sucede si acumulo demasiadas faltas en geografía?,attendance
¿Es posible recuperar las asistencias perdidas en biología?,attendance
¿Existe un límite de faltas permitidas en la materia de arte?,attendance
¿Qué ocurre si tengo un número alto de tardanzas en el curso de música?,attendance
"Claro, aquí tienes algunas preguntas relacionadas con asistencias, faltas o tardanzas:",attendance
¿Cuántas asistencias tengo en matemáticas?,attendance
¿Cuántas faltas me quedan antes de tener problemas con la asistencia?,attendance
¿Cuántas veces he llegado tarde a la clase de ciencias?,attendance
¿Cuál es el límite de faltas permitidas en educación física?,attendance
¿Puedo recuperar una falta si presento una justificación médica?,attendance
¿Cuántas faltas puedo acumular antes de que afecte mi calificación final?,attendance
¿Qué pasa si llego tarde a la entrega de un trabajo?,attendance
¿Cómo puedo justificar una falta si estuve enfermo?,attendance
¿Existe un límite de tardanzas permitidas en la materia de historia?,attendance
¿Qué consecuencias tiene acumular,attendance
¿Cuántas asistencias tengo en matemáticas?,attendance
¿Cuántas faltas puedo tener antes de perder el crédito en esta materia?,attendance
¿Cuántas tardanzas son permitidas en la escuela?,attendance
¿Cuántas faltas justificadas puedo tener en el trimestre?,attendance
¿Cuál es la consecuencia de acumular demasiadas faltas en una asignatura?,attendance
¿Cómo puedo justificar una falta ante el profesor?,attendance
¿Cuál es la política de asistencia de este curso?,attendance
¿Cómo puedo recuperar una asistencia perdida?,attendance
¿Qué sucede si llego tarde a clase de forma reiterada?,attendance
¿Cuántas faltas son consideradas excesivas en este colegio?,attendance
¿Cuántas tardanzas puedo tener antes de que sea un problema?,attendance
¿Cuántas asistencias son necesarias para aprobar la materia?,attendance
¿Cuántas faltas tengo acumuladas en matemáticas?,attendance
¿Cuántas faltas puedo tener en total durante el semestre?,attendance
¿Qué consecuencias hay por tener demasiadas faltas?,attendance
¿Cuántas faltas puedo justificar con un justificante médico?,attendance
¿Existe un límite de faltas permitidas antes de ser expulsado del curso?,attendance
¿Cómo puedo recuperar una falta injustificada?,attendance
¿Cuál es el procedimiento para justificar una falta?,attendance
¿Cuántas faltas puedo recuperar con trabajos extras?,attendance
¿Cuántas asistencias tengo en matemáticas?,attendance
¿Cuántas faltas tengo en educación física?,attendance
¿Cuántas tardanzas llevo en ciencias?,attendance
¿Cuántas faltas me quedan antes de tener problemas?,attendance
¿Cuántas asistencias necesito para mejorar mi promedio?,attendance
¿Cuántas faltas son permitidas en este curso?,attendance
¿Cuántas tardanzas son consideradas como una falta?,attendance
¿Cuántas faltas tengo en total en el trimestre?,attendance
¿Cuántas faltas son causa de suspensión?,attendance
¿Cuántas faltas justificadas puedo tener antes de tener consecuencias?,attendance
¿Cuántas faltas tengo acumuladas en matemáticas?,attendance
¿Cuál es el límite de faltas permitidas en la materia de ciencias?,attendance
¿Cuántas asistencias he registrado en educación física hasta ahora?,attendance
¿Cuántas veces he llegado tarde a clase de literatura este mes?,attendance
¿Cuántas faltas justificadas tengo en computación?,attendance
¿Cuántas faltas puedo tener antes de perder el derecho a examen en historia?,attendance
¿Cuántas inasistencias me faltan para estar en riesgo de reprueba en geografía?,attendance
¿Cuántas tardanzas son consideradas como falta en química?,attendance
¿Cuántas faltas tengo en total en el trimestre de arte?,attendance
¿Cuántas inasistencias tengo permitidas en música antes de tener,attendance
¿Cuántas asistencias tengo en matemáticas?,attendance
¿Cuántas faltas puedo tener antes de perder el derecho a examen final?,attendance
¿Cuántas tardanzas tengo permitidas en la materia de ciencias?,attendance
¿Qué sucede si acumulo demasiadas faltas en educación física?,attendance
¿Cuántas faltas justificadas se pueden presentar en un trimestre?,attendance
¿Cómo afectará mi promedio la cantidad de faltas que tengo en lengua y literatura?,attendance
¿Qué consecuencias tiene llegar tarde de manera reiterada a la clase de inglés?,attendance
¿Es posible recuperar una asistencia perdida en geografía por motivos de salud?,attendance
¿Cuántas faltas injustificadas puedo tener sin consecuencias en la materia de historia?,attendance
¿Existen sanciones por llegar tarde continu,attendance
¿Cuántas asistencias necesito para aprobar el curso?,attendance
¿Cuántas faltas tengo acumuladas en matemáticas?,attendance
¿Cuántas tardanzas puedo tener antes de ser sancionado?,attendance
¿Cuántas faltas justificadas puedo tener en el trimestre?,attendance
¿Cuántas faltas por mes se permiten en este curso?,attendance
¿Cómo puedo justificar una falta?,attendance
¿Cuál es la consecuencia de acumular 3 faltas injustificadas?,attendance
¿Se consideran las tardanzas como faltas?,attendance
¿Puedo recuperar una falta si presento un trabajo adicional?,attendance
¿Cuántos minutos de retraso se consideran como una falta?,attendance
¿Cuántas asistencias tengo en matemáticas?,attendance
¿Cuántas faltas puedo tener antes de tener problemas?,attendance
¿Cuántas tardanzas son permitidas en la materia de ciencias?,attendance
¿Cuántas faltas justificadas tengo en educación física?,attendance
¿Cuántas asistencias necesito para no perder el derecho al examen final?,attendance
¿Cuántas faltas se permiten por trimestre en lengua y literatura?,attendance
¿Cuántas tardanzas acumuladas tengo en geografía?,attendance
¿Cuántas faltas son consideradas graves en historia del arte?,attendance
¿Cuántas asistencias tengo registradas en la asignatura de música?,attendance
¿Cuántas faltas consecutivas puedo tener antes de ser suspendido en ética?,attendance
¿Cuántas asistencias tengo en matemáticas?,attendance
¿Cuántas faltas acumuladas tengo en educación física?,attendance
¿Cuántas veces he llegado tarde a la clase de ciencias este mes?,attendance
¿Cuántas faltas puedo tener antes de tener problemas con mi promedio?,attendance
¿Cuántas asistencias necesito recuperar para no ser reprobado en música?,attendance
¿Cuántas tardanzas se permiten antes de recibir una sanción en inglés?,attendance
¿Cuántas faltas justificadas puedo tener en literatura este trimestre?,attendance
¿Cuántas asistencias son necesarias para obtener una buena calificación en historia?,attendance
¿Cuántas faltas me faltan para llegar al límite permitido en geografía?,attendance
¿Cuántas veces puedo llegar tarde antes de que afect,attendance
¿Cuántas asistencias se requieren para aprobar la materia?,attendance
¿Cuántas faltas son permitidas antes de tener consecuencias?,attendance
¿Qué sucede si llego tarde a clase con frecuencia?,attendance
¿Cómo se justifican las faltas o tardanzas?,attendance
¿Existe algún límite de faltas para presentar un examen?,attendance
¿Se pueden recuperar las clases perdidas por faltas?,attendance
¿Qué acciones se toman si se exceden las faltas permitidas?,attendance
¿Qué medidas disciplinarias se aplican por faltas reiteradas?,attendance
¿Cómo afectan las faltas o tardanzas a mi calificación final?,attendance
¿Es obligatorio notificar con anticipación si no se puede asistir a clase?,attendance
"Claro, aquí tienes algunas preguntas relacionadas con asistencias, faltas o tardanzas:",attendance
¿Cuántas asistencias tengo en matemáticas?,attendance
¿Cuántas faltas acumuladas tengo en la materia de ciencias?,attendance
¿Cuántas faltas puedo tener antes de perder el derecho a presentar el examen final?,attendance
¿Cuántas tardanzas se permiten en la clase de educación física?,attendance
¿Cuál es el procedimiento si llego tarde a la clase de español?,attendance
¿Cuántas faltas justificadas se pueden tener en el periodo escolar?,attendance
¿Qué consecuencias hay por exceder el límite de faltas permitidas en una materia?,attendance
¿Cómo puedo justificar una falta en la materia de historia?,attendance
¿Qué pasa si tengo una falta injustificada en la materia de música,attendance
¿Cuántas asistencias tengo en matemáticas?,attendance
¿Puedo recuperar una falta en educación física?,attendance
¿Cuántas tardanzas puedo tener antes de recibir un castigo?,attendance
¿Hay alguna forma de justificar una falta en química?,attendance
¿Cómo puedo saber cuántas faltas tengo en biología?,attendance
¿Qué consecuencias tiene acumular muchas tardanzas en la escuela?,attendance
¿Cuántas faltas justificadas puedo tener en un mes?,attendance
¿Qué sucede si llego tarde a una clase sin justificación?,attendance
¿Existe un límite de faltas permitidas para aprobar una materia?,attendance
¿Qué debo hacer si tengo muchas faltas sin justificar en una asignatura?,attendance
¿Cuántas asistencias necesito para aprobar la materia?,attendance
¿Cuántas faltas tengo en total en el semestre?,attendance
¿Cuántas faltas puedo tener antes de tener problemas con mi calificación?,attendance
¿Qué sucede si acumulo demasiadas faltas?,attendance
¿Cómo se justifican las faltas o tardanzas?,attendance
¿Qué consecuencias tiene llegar tarde a clase de manera frecuente?,attendance
¿Cuál es la política de la escuela respecto a las asistencias y faltas?,attendance
¿Puedo recuperar una falta si presento una justificación válida?,attendance
¿Cómo puedo saber cuántas faltas llevo acumuladas en cada materia?,attendance
¿Qué debo hacer si tengo una emergencia y no puedo asistir a clase?,attendance
¿Cuántas asistencias he tenido en lo que va del mes?,attendance
¿Cuántas faltas tengo en matemáticas?,attendance
¿Cuántas tardanzas he acumulado esta semana?,attendance
¿Cuántas faltas puedo tener antes de perder el derecho a examen?,attendance
¿Cuál es el límite de asistencias para poder aprobar la materia?,attendance
¿Cuántas faltas justificadas puedo tener en el trimestre?,attendance
¿Cuántas tardanzas se consideran como una falta?,attendance
¿Cómo puedo justificar una falta de último momento?,attendance
¿Qué consecuencias tiene acumular demasiadas faltas en una materia?,attendance
¿Puedo recuperar una asistencia si la justifico adecuadamente?,attendance
¿Cuántas asistencias tengo en matemáticas esta semana?,attendance
¿Puedo recuperar las faltas que tengo en educación física?,attendance
¿Cuántas tardanzas puedo tener antes de recibir alguna consecuencia?,attendance
¿Qué sucede si acumulo demasiadas faltas en una asignatura?,attendance
¿Cuál es el procedimiento para justificar una falta en clase?,attendance
¿Cómo puedo saber cuántas faltas tengo en total este trimestre?,attendance
¿Hay alguna manera de compensar las faltas que he tenido por motivos justificados?,attendance
¿Se consideran las tardanzas como faltas en mi calificación final?,attendance
¿Qué ocurre si llego tarde a clase de forma reiterada?,attendance
¿Existe un límite de faltas permitidas antes de ser reprobado en una materia?,attendance
¿Cuántas asistencias necesito para aprobar la materia?,attendance
¿Puedo recuperar mis asistencias si falto por una causa justificada?,attendance
¿Cuántas faltas tengo permitidas antes de perder mi beca?,attendance
¿Qué sucede si acumulo faltas en una materia?,attendance
¿Se consideran las tardanzas como faltas?,attendance
¿Cómo puedo justificar una falta o tardanza?,attendance
¿Hay consecuencias si llego tarde con frecuencia?,attendance
¿Cómo puedo recuperar una clase si falto demasiado?,attendance
¿Las faltas afectan a mi calificación final?,attendance
¿Cuál es la política de asistencias de esta materia?,attendance
¿Cuántas asistencias necesito para aprobar la materia?,attendance
¿Cuántas faltas tengo acumuladas en matemáticas?,attendance
¿Cuántas faltas puedo tener antes de tener problemas con la asistencia?,attendance
¿Cómo puedo justificar una falta en clase?,attendance
¿Cuál es la política de la escuela respecto a las tardanzas?,attendance
¿Qué consecuencias hay por acumular faltas en una materia?,attendance
¿Qué debo hacer si tengo problemas para llegar a tiempo a clase?,attendance
¿Cuántas faltas justificadas puedo tener en un semestre?,attendance
¿Qué sucede si tengo más faltas de las permitidas en una materia?,attendance
¿Qué sucede si llego tarde a una clase de forma recurrente?,attendance
"Claro, aquí tienes algunas preguntas relacionadas con asistencias, faltas o tardanzas:",attendance
¿Cuántas asistencias tengo en matemáticas?,attendance
¿Cuántas faltas llevo acumuladas en biología?,attendance
¿Cuántas tardanzas puedo tener antes de que afecte mi calificación?,attendance
¿Cuántas faltas me quedan antes de tener consecuencias?,attendance
¿Cuál es el límite de faltas permitidas en química?,attendance
¿Qué sucede si tengo más de tres faltas en educación física?,attendance
¿Es posible recuperar una falta justificada en historia?,attendance
¿Qué pasa si llego tarde a la clase de literatura?,attendance
¿Se pueden justificar las tardanzas en la materia de geografía?,attendance
¿Cuál es la política de asistencias en la asign,attendance
¿Cuántas asistencias tengo en matemáticas?,attendance
¿Cuántas faltas puedo tener antes de tener problemas?,attendance
¿Cuántas veces he llegado tarde a clase esta semana?,attendance
¿Qué sucede si acumulo demasiadas faltas?,attendance
¿Puedo recuperar una falta si presento una justificación válida?,attendance
¿Cuántas asistencias necesito para pasar de curso?,attendance
¿Se pueden compensar las faltas con trabajos adicionales?,attendance
¿Qué consecuencias hay por llegar tarde de forma recurrente?,attendance
¿Cómo puedo solicitar una falta justificada?,attendance
¿Qué ocurre si me ausento sin previo aviso?,attendance
¿Cuántas asistencias necesito para pasar de año?,attendance
¿Cuántas faltas tengo en total?,attendance
¿Cuántas tardanzas tengo registradas?,attendance
¿Cuál es el límite de faltas permitidas en esta materia?,attendance
¿Cuántas asistencias tengo acumuladas en el semestre?,attendance
¿Cuántas faltas tengo en esta semana?,attendance
¿Cuántas faltas puedo tener antes de ser suspendido?,attendance
¿Cuántas tardanzas se consideran como una falta?,attendance
¿Cuántas faltas tengo en la materia de matemáticas?,attendance
¿Cuántas faltas me quedan antes de perder la oportunidad de recuperarlas?,attendance
"Claro, aquí tienes algunas preguntas relacionadas con asistencias, faltas o tardanzas:",attendance
¿Cuántas asistencias tengo en matemáticas?,attendance
¿Cuántas faltas tengo en educación física?,attendance
¿Cuántas veces he llegado tarde a inglés este mes?,attendance
¿Cuántas faltas me quedan antes de perder la beca?,attendance
¿Cuántas asistencias debo tener para aprobar la materia?,attendance
¿Puedo recuperar las faltas si entrego un justificante médico?,attendance
¿Qué consecuencias tengo si acumulo más de tres faltas en la semana?,attendance
¿Cuántas faltas puedo tener antes de ser expulsado del curso?,attendance
¿Cómo puedo justificar una falta por motivos personales?,attendance
¿Cuál es la política de la escuela respecto a,attendance
¿Cuántas asistencias tengo en la materia de matemáticas?,attendance
¿Cuántas faltas me quedan permitidas antes de tener problemas académicos?,attendance
¿Cuántas veces he llegado tarde a clase de ciencias?,attendance
¿Cuántas faltas justificadas puedo tener en la materia de inglés?,attendance
¿Cuántas asistencias son necesarias para obtener una buena calificación en educación física?,attendance
¿Puedo recuperar una falta si presento una justificación válida?,attendance
¿Qué consecuencias tiene acumular varias faltas en la materia de historia?,attendance
¿Cómo puedo compensar una falta en la asignatura de geografía?,attendance
¿Qué medidas se toman en caso de reiteradas tardanzas en la materia de arte?,attendance
¿Cuál es el procedimiento para justificar una tardanza en la clase,attendance
¿Cuántas asistencias he tenido en el mes?,attendance
¿Cuántas faltas acumuladas tengo en matemáticas?,attendance
¿Cuántas tardanzas se permiten antes de que haya consecuencias?,attendance
¿Cómo se justifican las faltas por enfermedad?,attendance
¿Cuál es la política de la escuela respecto a las faltas injustificadas?,attendance
¿Cuántas faltas puedo tener antes de perder el derecho a examen?,attendance
¿Se pueden recuperar las asistencias perdidas por motivos justificados?,attendance
¿Cómo puedo saber cuántas faltas me quedan antes de reprobar?,attendance
¿Qué sucede si llego tarde a clase de manera reiterada?,attendance
¿Existen sanciones por acumular faltas injustificadas?,attendance
¿Cuántas asistencias tengo registradas en matemáticas?,attendance
¿Cuántas faltas me permiten en educación física antes de tener alguna consecuencia?,attendance
¿Cuántas tardanzas puedo tener en química sin que afecte mi calificación?,attendance
¿Cuántas faltas justificadas tengo en geografía?,attendance
¿Cuántas faltas acumuladas tengo en lengua y literatura?,attendance
¿Cuántas faltas me quedan antes de tener que rendir un examen de recuperación en música?,attendance
¿Qué sucede si tengo más de cinco faltas en historia?,attendance
¿Cuál es la política de asistencia en biología?,attendance
¿Cuántas tardanzas son consideradas como una falta en educación cívica?,attendance
¿Cuántas faltas puedo tener en arte antes de recibir un,attendance
¿Cuántas asistencias tengo en matemáticas este mes?,attendance
¿Cuántas faltas puedo tener antes de perder el crédito en esta materia?,attendance
¿Qué sucede si llego tarde a clase de ciencias?,attendance
¿Cuántas tardanzas se permiten por trimestre en educación física?,attendance
¿Qué consecuencias tiene acumular faltas en lengua y literatura?,attendance
¿Cuál es la política de faltas y asistencias en la asignatura de música?,attendance
¿Cuántas inasistencias puedo justificar en geografía?,attendance
¿Qué debo hacer si tengo una falta injustificada en educación cívica?,attendance
¿Cuántas llegadas tarde se consideran una falta en química?,attendance
¿Cómo puedo recuperar una asistencia perdida en tecnología?,attendance
¿Cuántas asistencias tengo en matemáticas?,attendance
¿Cuántas faltas tengo en educación física?,attendance
¿Cuántas tardanzas llevo en química?,attendance
¿Cuántas asistencias me faltan para completar el trimestre?,attendance
¿Cuántas faltas tengo permitidas antes de tener problemas?,attendance
¿Cuántas tardanzas se permiten antes de recibir alguna sanción?,attendance
¿Cuántas asistencias extras puedo tener para compensar las faltas?,attendance
¿Qué consecuencias hay por acumular demasiadas faltas en una materia?,attendance
¿Cómo puedo justificar una falta o tardanza en clase?,attendance
¿Puedo recuperar una falta o tardanza de alguna manera?,attendance
¿Cuántas asistencias tengo en matemáticas?,attendance
¿Cuántas faltas llevo en educación física?,attendance
¿Cuántas tardanzas tengo acumuladas en lengua?,attendance
¿Cuántas faltas me quedan antes de perder el derecho a examen?,attendance
¿Cuántas asistencias debo recuperar en ciencias sociales?,attendance
¿Cuál es el límite de faltas permitidas en química?,attendance
¿Cómo puedo justificar una falta en tecnología?,attendance
¿Cuántas tardanzas son consideradas como una falta?,attendance
¿Qué consecuencias tiene acumular muchas faltas en música?,attendance
¿Puedo recuperar una asistencia perdida en educación artística?,attendance
¿Cuántas asistencias tengo en matemáticas?,attendance
¿Cuántas veces he llegado tarde a clase de ciencias?,attendance
¿Cuántas faltas me quedan antes de tener problemas?,attendance
¿Cuántas tardanzas tengo en educación física?,attendance
¿Cuál es la política de asistencias para el curso de español?,attendance
¿Qué sucede si acumulo demasiadas faltas en química?,attendance
¿Cómo puedo justificar una falta en historia?,attendance
¿Qué consecuencias hay por llegar tarde a la clase de literatura?,attendance
¿Puedo recuperar una asistencia perdida en geografía?,attendance
¿Cuántas faltas son permitidas antes de tener una amonestación en educación cívica?,attendance
¿Cuántas asistencias tengo en matemáticas?,attendance
¿Cuántas faltas llevo en educación física?,attendance
¿Cuántas veces he llegado tarde a clase de ciencias?,attendance
¿Cuántas faltas puedo tener antes de ser suspendido?,attendance
¿Cuántas asistencias necesito para pasar de curso?,attendance
¿Cuántas faltas me quedan permitidas antes de tener problemas?,attendance
¿Cuántas tardanzas tengo registradas en el sistema?,attendance
